BET_surface_area_m2_g,Pore_volume_cm3_g,Micropore_volume,Mesopore_volume,Macropore_volume,Equivalent_pore_radius_nm,Adsorption_energy_E_kJmol,Threshold_adsorption_a0,Film_thickness_t_nm,Core_material,Shell_material,Coating_thickness_nm,Nanotube_inner_diameter_nm,Wall_thickness_nm,Magnetization_emu_g,Hydrothermal_temp_C,Hydrothermal_time_h,NaOH_concentration_M,Calcination_temp_C,pH,Catalyst_loading_g_L,Dye_concentration_mmol_L,Adsorption_time_min,Langmuir_am,Langmuir_b,BET_C,BET_am,Gibbs_adsorption_work_kJ,Kelvin_radius_nm,compound_name,CO2_Adsorption_mmol_g
1061.4422733489337,0.1568498932854684,0.1767012973041234,0.1435488148157123,0.2274789587787067,10.525911167183496,38.4775489404818,1.838671129973382,0.9174499997951,Fe2O3,TiO2,415.3502355793925,5.448688812659079,1.9513756360219168,28.27614134645143,110,30,8,400,6.8734491117069805,0.6188197250125562,6.691154836586424,152.31180596524945,2.9995778845619205,1.2672262338305191,76.63781180402825,253.54131577310096,12.196428829394172,44.3585693572705,UiO-146,
2386.642904742808,0.6844900947249627,0.2589427542739689,0.0619394917432188,0.0073760749376404,9.7398829893057,30.81279258106524,1.112754847767666,0.2721085332343624,Fe3O4,TiO2,374.80313426537833,5.491506758152252,2.348799303627964,25.870948239330293,120,35,12,900,6.031353102154146,0.5705875691900284,9.56938145160898,28.78634591926141,0.2061156000002965,2.004506278287657,222.0894062284144,69.42663088832364,11.6398797578076,29.954984403608147,Cu-MOF-80,
1883.586066166232,0.6946986337711171,0.1827578632075601,0.1316459457904087,0.0066370654586991,0.8051486963867831,17.363799297572246,0.4001141633871612,1.083109347748557,Fe2O3,H2Ti3O7,444.88942462406055,5.115854890301401,2.525786671108728,26.79355913478561,120,25,10,500,5.994507773181756,0.5291720755521218,9.905224311272327,60.07672672374751,1.9882833811371343,2.2741370904453726,114.9486040427901,189.32033528847504,15.039637626488146,8.088508490844664,Fe-MOF-141,
1576.9145136531845,0.8011728916480271,0.1165269003177917,0.3123687024363615,0.0970830657448623,7.02258220423528,15.378745345067934,1.4222083245207249,0.8469219881521446,CoFe2O4,H2Ti3O7,171.97095678611544,5.1693361803316495,1.090905000871592,26.66314524105063,130,30,12,500,5.356832193126992,0.7831910416601666,8.309053642872124,67.57826149771878,0.5954823544743606,4.4674382844716325,113.6654216081117,194.04956345265552,16.439640142675266,24.172409801875283,HKUST-1,
558.842873017604,0.8987004670949276,0.1404769033254506,0.2396410477666241,0.1465929571213997,7.789853690081384,17.239613041104732,1.6071965658326834,1.7250895353640223,Fe2O3,H2Ti3O7,397.6798306293021,4.267301162821036,2.293200887897324,12.15581093115838,120,25,12,400,5.2163100291467135,1.1216125965777426,9.08445144752084,201.29666520017065,2.777758782790172,2.115518422623061,299.5487636194464,427.2588068220572,3.443011991721713,42.55000341756375,UiO-51,
558.7873967732661,1.173437287408788,0.3955840760245443,0.4517022699846387,0.2311222253423379,8.15680878366894,32.11287359134137,0.7018471864283006,1.553870198686457,Fe3O4,TiO2,186.05530141138885,4.887718376842602,1.4534823688138891,65.61498077986649,110,35,10,900,6.684213724967023,1.9037392001042344,8.747727821105427,116.53587035105171,0.4621721013341618,0.8116025975847204,96.98148946844884,344.40349009994344,1.349238805729599,45.08298528575169,Cu-MOF-39,
333.5923079868588,0.6679303831313147,0.2047502888043443,0.4178496027822984,0.2049886129819515,11.729395673778448,28.147971387464505,1.7286405882976306,0.975024947674096,Fe3O4,TiO2,562.7611039259405,4.901552567772727,2.3400650756151338,22.821888494219703,130,30,12,900,6.228266352375036,1.1855894888986644,8.497671288077619,121.97048874648446,2.874176923953462,2.669143197866593,87.0149398722074,173.94345663776278,14.103131873519215,14.703176239940552,IRMOF-73,
2192.205135282351,0.4552521202353705,0.3232023957860566,0.2038178082640442,0.1337708119130245,10.811970170519508,11.48184487536138,1.821672184054956,0.6229421302119762,Fe2O3,H2Ti3O7,134.1670524228021,5.9169956713354805,1.936660371867627,35.2002444448843,120,35,10,400,5.651649168038897,0.935382658058794,6.534655364906163,225.02540070753696,1.910593884953738,4.818494173778285,74.67130693998016,485.48297959658873,6.726444119560825,36.14075958610175,NU-111,
1582.5645270093803,0.974704814245574,0.4275629531411426,0.1667405450440816,0.0820879998844997,12.27573032803086,11.093826736692952,0.6261185260178369,2.4712863187734206,CoFe2O4,H2Ti3O7,315.1873748453966,4.862173725246579,2.547105483729774,10.581212964458064,120,35,8,900,5.383472434780533,1.3429028802794951,5.285471689539719,156.52975443658457,0.2035506153633727,3.0776596411489745,194.95133629169905,194.6938245790421,12.89369436444112,6.799291879221281,PCN-199,
1828.5669289309049,0.3979154763882816,0.567796121472024,0.2208615836752701,0.2991373500473133,15.368200252379928,8.443847739968906,1.968690798158922,1.1896038908706756,Fe2O3,TiO2,447.8987388277224,5.098685289805515,1.2468016304111929,61.47730545490343,110,35,12,900,6.110994560339263,0.6679018672021839,6.715258662598253,216.6935713571127,2.703220154167057,4.918597380256806,206.96595650052527,499.20531162292417,3.860347173182269,3.610201827783575,HKUST-64,
247.3443368803456,0.5828685627761997,0.0794841048808242,0.3156327241316635,0.1278543906707918,16.31581905270704,28.110595189546835,0.367351903292641,1.751858165872569,CoFe2O4,TiO2,329.0111058341293,5.066502798558205,2.25264470331239,53.86944066729503,110,30,8,600,6.167838578522271,1.4142588365074749,8.334679926019533,114.9970367285526,1.660793043827371,4.221425813800464,141.30698156422048,498.2736619266184,9.911760886653294,28.89914978335725,IRMOF-127,
2430.792659972587,0.1863020194764925,0.649557799181782,0.1706286383702943,0.1354161072989026,14.44702460166194,31.75304317776076,0.4838297699647309,0.4373271221880659,Fe2O3,H2Ti3O7,146.04762661645117,5.273523434088654,1.5569414578551046,66.8053621104222,130,20,12,600,5.413987202490116,1.352647931495755,5.512645991139006,44.37033945920767,0.9354752589253568,0.2762322054457227,183.85333387786693,136.0447329860338,10.5840701752053,35.35172380775004,MOF-187,
2114.6180738409703,0.1278858177570032,0.5209252921181808,0.3308670085321103,0.0490871463575007,19.123816810312213,14.27662499137514,0.4500271945522496,1.2654152791825548,Fe3O4,TiO2,376.6895080633537,5.496465662663792,2.705963990661183,56.896928751783946,120,30,12,400,6.702811495782948,1.6879895501085644,5.059589914891211,223.8851866370397,2.3483816970437643,3.326158017347505,247.09988273622807,190.7335022847801,12.116478511091106,40.197763096472094,UiO-60,
688.3799545600352,1.1589132561457176,0.1113192739616539,0.2342352434860581,0.2384428646249788,0.6591818787243241,5.733073636081948,1.7985804490149535,0.1660881276867171,CoFe2O4,TiO2,420.8159544136773,4.450083752341744,2.856767011272615,28.82239072312392,110,35,12,700,5.168528732311702,1.980031417425536,5.6984618630146935,115.5021766035338,2.794663550883236,1.50515770003363,254.5260420804371,268.7198893180944,10.750230310280722,18.330379445856064,NU-186,
618.1974245763314,1.0195781325634263,0.705183968080083,0.2984212313833911,0.2081046677344465,4.156826317965858,7.876008361674957,1.3431558494174276,1.31309228298508,CoFe2O4,H2Ti3O7,451.8961554952538,5.057448838196871,2.992796587358111,24.87240152370542,130,30,10,500,5.712186170332844,0.8763102075741658,8.578679632053976,51.77522703212903,1.5543343048110227,2.842122592659148,289.4780189289121,348.84530201655093,10.418124634345563,2.313219700586576,ZIF-138,
621.8303726628978,0.8655716267030676,0.7406543003988599,0.2462569381108925,0.0662308838366281,0.4489886370693997,38.87510121957607,0.3889981381223184,2.4136417770824856,CoFe2O4,TiO2,286.62990723137943,5.65183541463206,2.592014804854567,51.86297845319758,120,35,8,600,6.360768827525044,1.264484676205641,9.86396850828222,79.55102026990211,1.0835497284407103,1.4687914355630105,256.0669964807187,287.62135205170966,7.321948925693255,25.01692338134498,Co-MOF-180,
899.7571588069368,0.5498482388556968,0.0958084698911478,0.1825095917938629,0.0247143136847528,13.05525186884568,15.34056721170971,0.936614494899863,1.0220961111659206,Fe3O4,H2Ti3O7,381.8299855143811,4.926229427675023,2.507468140856009,31.846766500629965,120,20,12,500,5.548240727638401,1.8632981094785053,9.915323498074102,21.68459562845672,2.409046347017795,1.8094650413659232,191.21035917935663,486.2486611095156,2.352424490043638,2.760970177931215,NU-53,
1406.939792754147,0.2906237520779303,0.2576582361104028,0.4768039881329705,0.2041497906224139,17.991201814314742,31.922810174334675,1.269066247632624,0.1935904301797878,Fe2O3,TiO2,325.34323746945654,4.556915092747146,1.431001517735102,43.972900945156994,130,25,10,800,6.655350389562543,1.677784826634262,7.469895745700939,117.70913603496858,2.108999393807673,4.623526687595479,94.9142414592115,375.7951239060612,2.700883739140004,6.415256512198397,ZIF-80,
